timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1760538205921,3184,HTTP Request - 2,200,OK,Thread Group 1-3,text,true,,132710,240,8,8,https://freshpack.com.bd/,1142,0,360
1760538205921,1142,HTTP Request - 2-0,301,Moved Permanently,Thread Group 1-3,text,true,,375,122,8,8,http://www.freshpack.com.bd/,1142,0,360
1760538207063,2042,HTTP Request - 2-1,200,OK,Thread Group 1-3,text,true,,132335,118,8,8,https://freshpack.com.bd/,970,0,0
1760538203529,6132,HTTP Request - 2,200,OK,Thread Group 1-4,text,true,,132683,240,7,7,https://freshpack.com.bd/,704,0,0
1760538203529,704,HTTP Request - 2-0,301,Moved Permanently,Thread Group 1-4,text,true,,348,122,7,7,http://www.freshpack.com.bd/,704,0,0
1760538204233,5428,HTTP Request - 2-1,200,OK,Thread Group 1-4,text,true,,132335,118,7,7,https://freshpack.com.bd/,1132,0,0
1760538207672,3116,HTTP Request - 2,200,OK,Thread Group 1-6,text,true,,132683,240,7,7,https://freshpack.com.bd/,1171,0,0
1760538207672,1171,HTTP Request - 2-0,301,Moved Permanently,Thread Group 1-6,text,true,,348,122,7,7,http://www.freshpack.com.bd/,1171,0,0
1760538208843,1945,HTTP Request - 2-1,200,OK,Thread Group 1-6,text,true,,132335,118,7,7,https://freshpack.com.bd/,716,0,0
1760538205387,7488,HTTP Request - 1,200,OK,Thread Group 1-7,text,true,,132737,240,7,7,https://freshpack.com.bd/,3658,0,2408
1760538205387,3658,HTTP Request - 1-0,301,Moved Permanently,Thread Group 1-7,text,true,,375,122,7,7,http://www.freshpack.com.bd/,3658,0,2408
1760538209046,3829,HTTP Request - 1-1,200,OK,Thread Group 1-7,text,true,,132362,118,7,7,https://freshpack.com.bd/,2585,0,1847
1760538209392,4580,HTTP Request - 1,200,OK,Thread Group 1-9,text,true,,132737,240,7,7,https://freshpack.com.bd/,1012,0,371
1760538209392,1012,HTTP Request - 1-0,301,Moved Permanently,Thread Group 1-9,text,true,,375,122,7,7,http://www.freshpack.com.bd/,1012,0,371
1760538210405,3567,HTTP Request - 1-1,200,OK,Thread Group 1-9,text,true,,132362,118,7,7,https://freshpack.com.bd/,1613,0,799
1760538212876,2629,HTTP Request - 2,200,OK,Thread Group 1-7,text,true,,132683,240,8,8,https://freshpack.com.bd/,738,0,0
1760538212876,738,HTTP Request - 2-0,301,Moved Permanently,Thread Group 1-7,text,true,,348,122,8,8,http://www.freshpack.com.bd/,738,0,0
1760538213616,1889,HTTP Request - 2-1,200,OK,Thread Group 1-7,text,true,,132335,118,8,8,https://freshpack.com.bd/,1074,0,0
1760538207389,8949,HTTP Request - 1,200,OK,Thread Group 1-8,text,true,,132737,240,7,7,https://freshpack.com.bd/,1454,0,330
1760538207389,1454,HTTP Request - 1-0,301,Moved Permanently,Thread Group 1-8,text,true,,375,122,7,7,http://www.freshpack.com.bd/,1454,0,330
1760538208844,7494,HTTP Request - 1-1,200,OK,Thread Group 1-8,text,true,,132362,118,7,7,https://freshpack.com.bd/,4504,0,3377
1760538211392,5057,HTTP Request - 1,200,OK,Thread Group 1-10,text,true,,132737,240,8,8,https://freshpack.com.bd/,1101,0,418
1760538211392,1101,HTTP Request - 1-0,301,Moved Permanently,Thread Group 1-10,text,true,,375,122,8,8,http://www.freshpack.com.bd/,1101,0,418
1760538212493,3956,HTTP Request - 1-1,200,OK,Thread Group 1-10,text,true,,132362,118,8,8,https://freshpack.com.bd/,2801,0,1829
1760538213381,3899,HTTP Request - 1,200,OK,Thread Group 1-11,text,true,,132737,240,8,8,https://freshpack.com.bd/,1355,0,376
1760538213381,1355,HTTP Request - 1-0,301,Moved Permanently,Thread Group 1-11,text,true,,375,122,8,8,http://www.freshpack.com.bd/,1355,0,376
1760538214737,2543,HTTP Request - 1-1,200,OK,Thread Group 1-11,text,true,,132362,118,8,8,https://freshpack.com.bd/,1525,0,774
1760538213974,3429,HTTP Request - 2,200,OK,Thread Group 1-9,text,true,,132683,240,8,8,https://freshpack.com.bd/,1122,0,0
1760538213974,1122,HTTP Request - 2-0,301,Moved Permanently,Thread Group 1-9,text,true,,348,122,8,8,http://www.freshpack.com.bd/,1122,0,0
1760538215096,2307,HTTP Request - 2-1,200,OK,Thread Group 1-9,text,true,,132335,118,8,8,https://freshpack.com.bd/,917,0,0
1760538216452,3155,HTTP Request - 2,200,OK,Thread Group 1-10,text,true,,132683,240,8,8,https://freshpack.com.bd/,676,0,0
1760538216452,676,HTTP Request - 2-0,301,Moved Permanently,Thread Group 1-10,text,true,,348,122,8,8,http://www.freshpack.com.bd/,676,0,0
1760538217129,2478,HTTP Request - 2-1,200,OK,Thread Group 1-10,text,true,,132335,118,8,8,https://freshpack.com.bd/,1296,0,0
1760538215383,4626,HTTP Request - 1,200,OK,Thread Group 1-12,text,true,,132737,240,7,7,https://freshpack.com.bd/,1139,0,426
1760538215383,1139,HTTP Request - 1-0,301,Moved Permanently,Thread Group 1-12,text,true,,375,122,7,7,http://www.freshpack.com.bd/,1139,0,426
1760538216523,3486,HTTP Request - 1-1,200,OK,Thread Group 1-12,text,true,,132362,118,7,7,https://freshpack.com.bd/,2356,0,686
1760538216340,4282,HTTP Request - 2,200,OK,Thread Group 1-8,text,true,,132710,240,8,8,https://freshpack.com.bd/,1035,0,390
1760538216340,1035,HTTP Request - 2-0,301,Moved Permanently,Thread Group 1-8,text,true,,375,122,8,8,http://www.freshpack.com.bd/,1035,0,390
1760538217375,3247,HTTP Request - 2-1,200,OK,Thread Group 1-8,text,true,,132335,118,8,8,https://freshpack.com.bd/,1729,0,0
1760538217281,4221,HTTP Request - 2,200,OK,Thread Group 1-11,text,true,,132683,240,7,7,https://freshpack.com.bd/,1431,0,0
1760538217281,1431,HTTP Request - 2-0,301,Moved Permanently,Thread Group 1-11,text,true,,348,122,7,7,http://www.freshpack.com.bd/,1431,0,0
1760538218712,2790,HTTP Request - 2-1,200,OK,Thread Group 1-11,text,true,,132335,118,7,7,https://freshpack.com.bd/,781,0,0
1760538217385,4634,HTTP Request - 1,200,OK,Thread Group 1-13,text,true,,132737,240,6,6,https://freshpack.com.bd/,1799,0,351
1760538217385,1799,HTTP Request - 1-0,301,Moved Permanently,Thread Group 1-13,text,true,,375,122,6,6,http://www.freshpack.com.bd/,1799,0,351
1760538219185,2834,HTTP Request - 1-1,200,OK,Thread Group 1-13,text,true,,132362,118,6,6,https://freshpack.com.bd/,1844,0,826
1760538220010,2365,HTTP Request - 2,200,OK,Thread Group 1-12,text,true,,132683,240,6,6,https://freshpack.com.bd/,920,0,0
1760538220010,920,HTTP Request - 2-0,301,Moved Permanently,Thread Group 1-12,text,true,,348,122,6,6,http://www.freshpack.com.bd/,920,0,0
1760538220930,1445,HTTP Request - 2-1,200,OK,Thread Group 1-12,text,true,,132335,118,6,6,https://freshpack.com.bd/,772,0,0
1760538222020,1718,HTTP Request - 2,200,OK,Thread Group 1-13,text,true,,132683,240,6,6,https://freshpack.com.bd/,654,0,0
